Epoch,Train Loss,Test Loss,Validation Loss,Train Accuracy,Test Accuracy,Validation Accuracy
31,0.2995647570217935,1.5732358430308977,1.5321225993812582,0.8990219738346247,0.5862357202563389,0.5953666608604773
32,0.2871496131165696,1.6383039411281823,1.6124219711776564,0.9043566620093992,0.5920869322931178,0.6018115310921442
33,0.25774428213914363,1.708252378376429,1.6538033282026274,0.9116389347559168,0.5849818891056004,0.6052952447308831
34,0.24378426665233383,1.783413718255415,1.7211574690421643,0.9193445954528134,0.5874895514070771,0.5957150322243512
35,0.23615243650163217,1.6521013869254753,1.6410683806062076,0.9222659723104281,0.59640568403455,0.6047726876850723
36,0.22753034447261164,1.8002552015640523,1.7724303592380375,0.9244252508573606,0.599052660908331,0.6032050165476398
37,0.21045419282375122,1.6884926992213407,1.6670250757740068,0.9299716330073247,0.5986347171914183,0.6077338442780004
38,0.2033464986337229,1.69291659607189,1.6645278432575108,0.9328930098649393,0.5937587071607691,0.6066887301863787
39,0.19042436551563088,1.779829638844194,1.7567523262959004,0.938143020449638,0.6015603232098078,0.599547117226964
40,0.1780026808275306,1.88713474027016,1.8137457976766282,0.9418688344129726,0.5870716076901644,0.6012889740463334
41,0.1618437784797712,1.9364044181242863,1.8939105450774967,0.9466531182522545,0.5977988297575927,0.6037275735934506
42,0.16588654280980683,1.8663628650586772,1.8857980050914467,0.9459333587366103,0.5927835051546392,0.5939731754049817
43,0.15267249531625407,1.684135917706917,1.7104149977974905,0.9522841779922944,0.5977988297575927,0.5941473610869187
44,0.14576646969205975,1.8640162946287135,1.8216374670064548,0.9536390194335069,0.6003064920590694,0.6011147883643965
45,0.14126263952658927,1.9187418735328905,1.9332371286030932,0.9540624073838858,0.5920869322931178,0.5917087615398015
46,0.14001860086016038,1.8966163877555415,1.9080567997478177,0.9544857953342648,0.5969629423237671,0.596411774952099
47,0.1281377959755434,1.8814369160391573,1.861114703679151,0.9578728989372962,0.5966843131791585,0.5948441038146665
48,0.12848538678257992,1.915029313282993,1.9563613341794373,0.9592700791735467,0.5943159654499861,0.5948441038146665
49,0.1178659029538206,1.9381090192028834,1.9122587727969071,0.9623608112113129,0.5962663694622458,0.6011147883643965
50,0.10999379293177262,1.9699540868918006,1.9719082162738844,0.964689444938397,0.5976595151852884,0.5979794460895315
51,0.11221338951685207,1.9770769633224154,1.9432045735190506,0.9645624285532833,0.5993312900529395,0.6045985020031354
52,0.09776324523369721,1.9722677687142056,1.9429437692035871,0.9676108217960117,0.604346614655893,0.6117401149625501
53,0.09481549773531331,1.9407833432125339,2.0002149558499,0.9679495321563149,0.6046252438005015,0.6019857167740812
54,0.09293971026309822,2.022503232066924,2.010527937276118,0.9706168762437021,0.6025355252159376,0.5967601463159729
55,0.09468725761923212,2.0948485835880053,2.0547810474146044,0.9690926796223379,0.5954304820284202,0.599372931545027
56,0.09018963402718527,2.2099880328016117,2.124959769936325,0.971844701299801,0.5913903594315966,0.602508273819892
57,0.08524388279923877,2.178654050662956,2.0902213008456907,0.9709979253990432,0.5926441905823349,0.5937989897230448
58,0.08460765613252284,2.1109866600738783,2.139336722723953,0.9716330073246116,0.6003064920590694,0.6023340881379551
59,0.08086830330265798,2.2069486374882534,2.1347507251670432,0.9735805918963546,0.583170799665645,0.599547117226964
60,0.0799421534950827,2.1283996670272507,2.0805992050755324,0.9744273677971125,0.6033714126497631,0.6063403588225048
61,0.0844431325383054,2.0837162708892656,2.007482761709139,0.9725644608154452,0.5938980217330733,0.5976310747256576
62,0.07580238977406481,2.177604158572803,2.190127724641545,0.9756975316482492,0.5944552800222903,0.5904894617662428
63,0.08083827187818791,2.173697016551678,2.2101821745836636,0.9735382531013167,0.5966843131791585,0.596411774952099
64,0.08202371759442217,2.096613583616716,2.104679033865836,0.9735382531013167,0.6081081081081081,0.6093015154154329
65,0.06839630805094207,2.137361744264989,2.0978572787846694,0.9773487446547271,0.5943159654499861,0.6004180456366487
66,0.07539363071634583,2.1199497793979254,2.1352840429145976,0.9753588212879462,0.6035107272220674,0.5957150322243512
67,0.06988733531612419,2.1126295326442643,2.1171214503747176,0.9785342309157882,0.5997492337698523,0.5997213029089009
68,0.07643662036421431,2.2652515624266094,2.2516051064294693,0.9755281764680978,0.5948732237392031,0.596411774952099
